maximum_temperature,seasonal_normal_temperature,temp_deviation,relative_humidity,wind_speed,forecast_weather_data,heatwave_label
42.8,38.5,4.3,79.6,20.2,43.1,Normal
35.1,37.3,-2.2,79.7,22.3,35.4,Normal
35.2,38.1,-3.0,26.9,24.2,35.8,Normal
40.1,37.9,2.2,63.6,12.1,40.0,Normal
37.6,39.5,-2.0,23.1,23.9,36.8,Normal
36.6,35.2,1.4,21.8,18.6,37.2,Normal
35.7,36.4,-0.7,26.3,3.6,34.4,Normal
34.5,39.8,-5.2,77.9,17.7,36.0,Normal
32.6,39.5,-6.8,76.5,17.8,32.4,Normal
39.1,37.3,1.8,31.6,22.8,39.3,Normal
37.1,38.1,-1.0,29.7,10.6,37.7,Normal
35.5,36.4,-0.9,34.4,15.5,36.0,Normal
39.4,35.9,3.4,50.9,2.3,38.0,Normal
42.4,37.3,5.1,54.2,9.6,43.2,Heatwave
36.8,36.8,0.0,33.3,3.4,37.1,Normal
37.7,37.9,-0.2,65.4,14.0,37.1,Normal
38.1,35.4,2.8,38.6,20.8,37.4,Normal
36.1,39.9,-3.7,75.3,6.7,35.8,Normal
41.7,39.9,1.8,59.4,14.1,40.4,Normal
41.4,38.5,2.9,46.2,6.7,43.1,Normal
41.1,37.7,3.4,67.4,4.8,42.5,Normal
30.8,36.5,-5.8,69.1,13.8,31.2,Normal
37.4,39.1,-1.7,37.4,3.8,37.2,Normal
36.3,38.4,-2.1,40.4,15.5,36.2,Normal
37.2,35.8,1.3,76.2,2.7,37.9,Normal
42.2,39.6,2.7,29.9,4.5,44.0,Normal
45.4,39.1,6.2,22.5,14.6,44.8,Heatwave
39.0,39.7,-0.7,47.2,15.6,37.9,Normal
37.9,38.6,-0.7,68.1,2.7,39.4,Normal
43.1,38.1,5.0,66.3,15.2,41.3,Heatwave
39.1,37.1,2.0,75.2,21.3,38.1,Normal
45.1,39.7,5.4,52.0,18.6,44.9,Heatwave
41.3,39.3,2.0,26.0,5.0,39.8,Normal
32.2,35.2,-3.0,55.3,15.6,33.3,Normal
31.5,35.1,-3.7,66.7,17.5,32.3,Normal
32.5,36.9,-4.4,25.6,2.9,31.9,Normal
42.4,39.1,3.3,30.4,21.7,43.6,Normal
45.1,39.9,5.2,20.7,22.8,46.5,Heatwave
43.2,35.8,7.5,55.6,21.6,43.1,Severe Heatwave
41.9,38.0,4.0,73.2,21.0,41.5,Normal
42.0,36.9,5.1,60.2,19.1,44.2,Heatwave
38.8,39.8,-1.0,78.9,16.6,39.5,Normal
36.2,39.2,-3.0,23.8,17.6,36.4,Normal
43.2,39.2,4.0,74.2,20.5,44.5,Normal
39.8,37.3,2.5,68.8,17.2,40.1,Normal
38.5,37.1,1.4,38.9,9.5,37.9,Normal
38.7,36.4,2.4,78.4,10.6,38.8,Normal
37.4,35.3,2.1,37.3,22.6,38.5,Normal
44.8,39.3,5.5,73.4,2.4,42.8,Heatwave
44.6,39.1,5.5,72.8,18.1,44.3,Heatwave
42.9,40.0,2.9,65.5,24.0,44.3,Normal
43.9,40.0,4.0,53.8,18.2,43.4,Normal
40.6,37.8,2.8,27.2,24.9,42.1,Normal
38.2,38.8,-0.6,51.9,17.8,39.6,Normal
43.4,39.7,3.6,41.4,2.8,43.3,Normal
35.4,39.2,-3.9,67.5,21.0,34.8,Normal
40.9,36.2,4.7,65.5,8.5,40.6,Heatwave
34.1,37.3,-3.2,74.6,12.3,36.7,Normal
37.6,35.6,2.0,20.9,9.2,39.5,Normal
37.8,39.8,-2.0,68.5,8.2,37.9,Normal
41.0,38.0,2.9,76.3,11.9,40.4,Normal
37.0,36.1,0.9,67.4,10.7,37.1,Normal
33.8,38.4,-4.6,27.8,16.6,34.0,Normal
40.6,38.1,2.5,24.9,20.7,39.3,Normal
35.8,36.8,-1.0,21.3,8.8,35.8,Normal
39.7,35.6,4.1,57.7,6.9,41.0,Normal
39.4,38.4,1.0,57.8,17.3,37.6,Normal
40.0,37.6,2.4,79.2,17.4,40.8,Normal
36.5,38.9,-2.4,43.9,22.7,37.9,Normal
36.5,37.6,-1.1,39.9,2.4,36.0,Normal
38.7,39.3,-0.6,57.5,21.6,40.3,Normal
41.8,37.8,4.0,69.5,14.0,41.1,Normal
44.7,37.8,6.9,76.2,16.3,45.1,Severe Heatwave
37.6,39.4,-1.8,68.2,4.1,37.3,Normal
41.8,37.0,4.8,45.6,12.0,41.5,Heatwave
29.1,35.7,-6.6,58.1,7.2,28.5,Normal
32.0,35.1,-3.2,71.4,7.8,32.7,Normal
36.4,38.8,-2.4,49.4,13.6,37.3,Normal
34.4,38.1,-3.7,33.0,20.7,34.3,Normal
34.0,38.5,-4.5,30.2,19.1,32.6,Normal
38.5,36.1,2.4,20.0,15.6,38.9,Normal
35.9,35.7,0.3,63.1,14.4,36.4,Normal
37.4,35.1,2.3,26.7,11.8,37.2,Normal
40.2,36.8,3.4,34.6,24.4,42.0,Normal
39.9,37.9,1.9,37.9,14.9,38.3,Normal
40.3,37.0,3.3,53.6,7.8,38.0,Normal
37.9,37.2,0.8,43.9,7.3,37.2,Normal
36.4,39.5,-3.2,60.5,16.1,37.1,Normal
41.4,36.7,4.7,23.3,14.0,40.4,Heatwave
36.5,37.6,-1.1,27.4,2.2,35.5,Normal
36.6,38.9,-2.3,50.0,21.1,37.6,Normal
37.4,37.0,0.4,40.2,18.2,37.8,Normal
35.9,38.1,-2.2,37.7,17.2,36.3,Normal
38.9,39.3,-0.5,24.0,3.6,39.6,Normal
42.0,39.7,2.2,73.7,10.3,41.5,Normal
38.0,35.7,2.2,61.5,23.5,37.6,Normal
37.5,39.6,-2.1,27.3,21.8,38.3,Normal
36.8,37.5,-0.7,23.9,8.6,35.4,Normal
41.1,36.3,4.8,78.5,5.6,38.9,Heatwave
40.0,37.3,2.7,60.9,12.3,39.6,Normal
48.2,39.9,8.3,45.0,10.2,49.1,Severe Heatwave
42.6,37.5,5.1,62.1,17.7,42.8,Heatwave
41.6,36.6,5.0,65.4,24.2,42.5,Heatwave
34.3,38.2,-3.9,66.8,10.3,32.3,Normal
39.9,36.2,3.7,48.7,3.4,40.2,Normal
36.2,35.4,0.8,45.8,22.6,36.8,Normal
34.7,35.6,-0.9,20.7,2.9,33.4,Normal
37.2,35.6,1.6,75.6,23.9,38.1,Normal
40.1,35.8,4.3,56.2,17.3,40.0,Normal
38.4,35.7,2.8,32.2,23.7,41.5,Normal
36.1,38.2,-2.1,75.2,6.6,34.0,Normal
39.5,35.9,3.6,74.9,2.9,40.9,Normal
35.5,36.7,-1.2,79.4,13.2,35.1,Normal
41.2,39.5,1.8,72.4,12.4,39.6,Normal
37.3,37.4,-0.1,79.9,9.6,36.8,Normal
38.6,38.3,0.2,34.7,24.0,38.8,Normal
39.5,35.9,3.7,70.5,20.9,40.6,Normal
33.3,36.0,-2.6,69.4,17.2,35.0,Normal
43.0,35.2,7.8,33.9,5.7,44.4,Severe Heatwave
30.5,35.8,-5.4,25.9,18.9,29.5,Normal
35.3,36.4,-1.1,78.8,18.7,36.4,Normal
38.2,35.9,2.3,37.8,11.8,38.6,Normal
38.5,35.4,3.0,72.3,23.3,37.8,Normal
36.3,35.6,0.6,20.2,5.8,36.0,Normal
38.1,37.3,0.8,21.3,8.1,37.4,Normal
38.5,36.0,2.4,48.0,3.5,38.5,Normal
37.0,36.8,0.2,34.3,20.3,36.3,Normal
43.4,37.5,5.9,61.4,16.3,42.4,Heatwave
42.4,38.5,3.9,53.9,9.2,42.9,Normal
39.3,35.2,4.1,24.6,5.8,39.9,Normal
36.6,39.0,-2.4,29.8,2.9,36.4,Normal
38.9,38.1,0.7,43.3,5.8,40.2,Normal
35.4,35.4,-0.1,31.1,12.4,35.1,Normal
36.8,39.4,-2.5,67.5,7.7,36.5,Normal
41.9,39.6,2.3,45.0,8.0,42.5,Normal
34.4,35.3,-0.9,25.6,22.1,34.3,Normal
39.7,36.4,3.3,49.1,13.8,39.8,Normal
36.3,39.0,-2.7,25.5,18.8,33.8,Normal
45.8,38.7,7.0,27.7,2.8,45.8,Severe Heatwave
33.8,35.9,-2.1,34.4,10.4,32.0,Normal
37.8,36.0,1.8,71.6,13.0,36.6,Normal
40.6,36.9,3.8,75.5,6.3,39.3,Normal
36.4,37.4,-1.0,69.6,4.8,35.4,Normal
42.1,38.1,4.0,40.0,22.0,41.5,Normal
33.5,36.8,-3.3,36.3,23.6,33.1,Normal
43.4,37.3,6.1,52.9,3.8,44.1,Heatwave
39.8,38.7,1.0,63.3,10.0,40.0,Normal
34.1,35.2,-1.1,79.6,24.0,32.2,Normal
36.2,36.3,-0.0,27.9,3.9,36.3,Normal
42.4,38.6,3.8,23.0,16.8,42.7,Normal
38.4,39.5,-1.0,61.7,24.4,38.1,Normal
35.9,37.6,-1.6,69.9,24.5,35.9,Normal
37.9,37.7,0.2,70.8,12.8,38.1,Normal
32.4,35.5,-3.1,60.7,5.7,33.2,Normal
44.6,37.2,7.4,77.2,6.6,43.0,Severe Heatwave
36.7,37.7,-1.0,50.7,22.5,36.4,Normal
40.1,36.2,3.9,74.8,23.0,41.6,Normal
38.1,36.3,1.7,78.1,16.0,39.5,Normal
34.4,36.9,-2.4,70.8,19.6,35.3,Normal
36.1,35.1,1.0,38.6,19.0,36.6,Normal
40.4,36.6,3.7,31.8,17.2,42.0,Normal
36.4,36.1,0.3,52.9,21.0,38.3,Normal
41.8,36.6,5.2,47.2,17.8,41.7,Heatwave
40.2,35.6,4.6,72.7,14.3,39.2,Heatwave
43.7,39.5,4.2,26.0,7.4,43.4,Normal
37.4,38.0,-0.6,35.5,19.1,40.5,Normal
35.6,38.4,-2.8,65.1,12.9,34.0,Normal
37.8,38.9,-1.1,25.7,8.8,37.3,Normal
39.2,37.5,1.7,39.2,20.4,37.8,Normal
38.3,35.4,2.9,43.2,18.0,38.5,Normal
31.1,37.7,-6.6,57.4,23.6,29.9,Normal
38.9,37.9,1.0,29.5,5.8,38.8,Normal
40.3,38.7,1.6,71.6,16.9,38.3,Normal
37.2,37.2,0.0,46.9,7.6,37.8,Normal
41.2,35.6,5.5,75.0,22.8,42.4,Heatwave
38.9,36.4,2.5,48.1,4.3,38.5,Normal
42.4,36.8,5.6,36.5,17.1,42.3,Heatwave
38.5,38.2,0.2,28.5,20.2,38.3,Normal
42.1,37.9,4.3,20.2,10.2,42.3,Normal
43.5,36.8,6.7,51.9,23.9,43.5,Severe Heatwave
45.5,39.9,5.6,26.4,21.6,46.3,Heatwave
35.2,38.0,-2.8,43.5,8.8,36.4,Normal
36.3,36.2,0.1,55.4,2.2,35.5,Normal
35.3,35.5,-0.2,36.5,8.8,35.0,Normal
38.5,35.8,2.7,30.5,8.5,39.4,Normal
39.6,36.2,3.4,66.5,22.5,38.2,Normal
33.9,35.8,-1.9,76.8,24.2,31.9,Normal
37.2,35.9,1.2,26.0,3.6,37.4,Normal
30.4,36.4,-6.1,29.3,12.8,30.9,Normal
41.9,35.9,6.0,77.6,14.6,41.2,Heatwave
38.7,39.5,-0.8,22.3,4.1,38.1,Normal
36.6,35.4,1.2,78.7,10.7,35.8,Normal
37.5,37.6,-0.1,20.3,9.3,36.7,Normal
42.1,37.1,5.0,72.4,14.3,42.8,Heatwave
31.0,39.9,-8.9,38.4,17.2,29.8,Normal
36.5,35.6,0.9,76.3,18.2,36.2,Normal
37.6,37.0,0.6,39.0,5.1,36.7,Normal
39.3,39.8,-0.6,59.3,20.7,37.8,Normal
46.4,39.3,7.0,24.8,17.6,47.2,Severe Heatwave
37.0,39.1,-2.1,34.5,22.4,36.5,Normal
40.0,36.3,3.7,66.4,12.3,40.2,Normal
38.1,35.9,2.2,51.7,22.6,36.6,Normal
43.8,38.3,5.4,75.7,21.9,43.0,Heatwave
38.3,39.6,-1.3,45.7,12.1,39.1,Normal
36.2,37.8,-1.6,72.2,10.8,38.8,Normal
42.7,37.9,4.8,46.9,23.5,40.7,Heatwave
38.9,36.4,2.5,78.8,18.4,38.7,Normal
34.4,38.8,-4.4,77.6,23.3,34.9,Normal
35.0,35.9,-0.9,39.7,20.3,34.4,Normal
39.0,36.6,2.4,73.2,16.0,39.8,Normal
41.1,37.1,3.9,70.9,4.7,40.2,Normal
36.2,37.5,-1.4,32.6,8.7,36.3,Normal
27.0,36.2,-9.2,57.5,24.3,26.5,Normal
38.4,35.6,2.8,24.4,9.3,39.6,Normal
34.8,38.1,-3.3,70.2,4.1,34.1,Normal
30.4,36.4,-6.1,30.5,18.3,30.0,Normal
29.0,37.9,-8.9,24.2,18.9,29.9,Normal
39.6,35.8,3.8,44.0,8.6,38.6,Normal
38.9,37.4,1.5,54.6,8.8,38.9,Normal
37.9,37.7,0.2,71.3,12.8,36.1,Normal
41.1,35.3,5.9,78.5,2.5,40.0,Heatwave
39.9,36.7,3.2,46.4,20.2,40.3,Normal
42.3,35.7,6.7,23.6,9.3,41.3,Severe Heatwave
31.4,35.3,-3.9,64.9,21.6,30.9,Normal
40.8,39.9,0.9,53.9,20.5,41.3,Normal
32.0,36.6,-4.7,46.9,17.2,31.4,Normal
39.2,39.0,0.2,38.6,9.5,40.1,Normal
36.4,36.3,0.1,50.1,13.9,36.6,Normal
41.6,38.4,3.2,40.3,12.2,42.0,Normal
40.0,38.8,1.2,65.4,9.8,41.2,Normal
41.2,38.0,3.2,52.6,21.5,41.5,Normal
40.8,37.4,3.5,72.6,13.1,42.4,Normal
45.6,37.1,8.5,52.6,21.2,46.5,Severe Heatwave
36.6,36.7,-0.1,34.3,4.4,36.1,Normal
37.4,39.6,-2.3,71.1,5.2,38.6,Normal
41.0,39.2,1.9,53.4,24.5,41.3,Normal
38.0,39.8,-1.8,32.4,15.5,37.6,Normal
41.8,35.6,6.2,57.4,13.7,42.1,Heatwave
38.7,38.7,0.0,41.5,14.0,39.8,Normal
38.7,39.7,-1.0,70.7,7.0,39.2,Normal
35.3,35.9,-0.6,47.2,18.5,37.1,Normal
38.8,35.3,3.5,63.6,3.9,39.9,Normal
39.2,38.7,0.4,25.7,15.2,39.7,Normal
36.6,37.9,-1.2,43.8,15.1,35.6,Normal
46.0,39.2,6.8,79.0,23.0,45.9,Severe Heatwave
33.7,35.7,-2.0,68.5,14.1,33.8,Normal
40.1,39.0,1.1,29.6,5.2,40.8,Normal
39.3,36.0,3.3,36.7,15.2,39.9,Normal
31.1,35.8,-4.7,39.8,4.1,31.3,Normal
38.5,35.8,2.7,59.0,6.7,38.6,Normal
36.4,39.1,-2.7,65.4,2.7,37.1,Normal
42.2,38.3,3.9,65.0,13.8,41.3,Normal
35.2,37.6,-2.4,50.6,3.9,36.9,Normal
40.2,36.8,3.4,68.6,12.8,38.2,Normal
44.3,39.4,4.9,46.2,23.5,45.7,Heatwave
41.0,37.0,4.0,27.4,18.6,40.9,Normal
41.0,39.1,1.9,53.9,3.8,42.0,Normal
37.4,37.2,0.2,77.1,7.2,37.7,Normal
35.9,36.9,-1.0,67.6,17.5,36.2,Normal
43.5,37.3,6.1,54.7,22.6,44.0,Heatwave
35.1,36.5,-1.4,58.8,2.8,35.9,Normal
36.1,38.7,-2.6,75.8,20.7,35.8,Normal
40.8,37.5,3.3,45.7,14.9,41.9,Normal
34.4,36.2,-1.8,39.9,14.6,33.3,Normal
37.2,39.5,-2.3,78.6,24.0,37.2,Normal
32.9,36.9,-4.1,71.8,19.2,33.7,Normal
37.0,37.7,-0.7,39.4,21.6,38.0,Normal
40.2,39.5,0.7,47.8,10.1,40.7,Normal
40.0,38.1,1.9,44.9,14.8,39.6,Normal
39.9,35.6,4.3,28.9,16.2,40.8,Normal
42.5,39.7,2.8,77.5,9.4,41.9,Normal
38.5,38.1,0.3,44.3,15.1,40.2,Normal
37.0,36.7,0.3,72.5,7.4,36.9,Normal
38.5,35.7,2.8,31.4,5.3,36.9,Normal
44.4,39.0,5.5,52.9,10.6,43.2,Heatwave
39.5,38.1,1.4,21.4,19.0,39.6,Normal
37.0,37.7,-0.6,65.9,23.1,37.2,Normal
37.0,39.5,-2.5,54.9,12.5,39.0,Normal
34.9,38.9,-4.1,57.5,16.8,33.8,Normal
39.1,35.8,3.3,23.1,4.4,39.1,Normal
39.6,36.6,3.0,32.7,22.8,38.5,Normal
39.3,36.2,3.0,24.5,15.1,38.8,Normal
39.3,38.7,0.5,37.3,19.9,41.0,Normal
41.1,35.2,5.9,57.6,20.3,40.0,Heatwave
37.2,37.8,-0.7,54.0,7.9,37.7,Normal
43.2,38.8,4.3,56.7,14.2,43.5,Normal
40.2,39.4,0.9,53.0,24.1,40.2,Normal
35.6,36.7,-1.1,36.4,4.1,36.1,Normal
42.2,39.1,3.1,34.7,17.7,41.0,Normal
38.0,35.6,2.4,28.2,24.1,39.6,Normal
41.5,39.2,2.2,70.9,8.9,43.4,Normal
36.9,35.6,1.3,57.0,21.8,37.0,Normal
37.9,37.0,0.9,31.2,23.5,40.3,Normal
48.3,39.0,9.4,30.6,19.2,47.9,Severe Heatwave
40.9,35.7,5.1,72.4,7.3,41.3,Heatwave
39.7,36.1,3.5,64.6,9.7,41.1,Normal
40.0,38.6,1.4,59.6,2.8,39.5,Normal
43.1,38.6,4.5,44.4,21.1,41.7,Heatwave
41.0,38.2,2.8,35.7,21.5,39.4,Normal
39.6,38.5,1.1,78.8,16.6,41.6,Normal
37.7,37.7,-0.1,67.8,10.1,37.1,Normal
37.0,36.3,0.7,38.1,3.8,36.8,Normal
26.6,36.7,-10.1,70.9,19.3,25.5,Normal
37.6,35.9,1.7,65.5,18.7,38.6,Normal
38.8,39.5,-0.7,37.8,23.0,38.1,Normal
44.5,37.9,6.6,45.6,18.8,44.0,Severe Heatwave
38.1,37.0,1.1,31.2,21.1,38.4,Normal
34.1,37.3,-3.2,26.7,19.2,33.1,Normal
40.6,39.7,0.8,63.4,16.5,40.4,Normal
33.1,35.8,-2.7,36.1,11.8,34.5,Normal
40.6,37.9,2.7,69.2,22.7,41.0,Normal
39.5,37.5,2.0,79.7,17.0,39.7,Normal
42.4,38.1,4.4,24.6,11.2,42.6,Normal
33.3,35.1,-1.8,48.4,3.9,32.9,Normal
40.5,39.4,1.1,68.1,8.7,42.5,Normal
35.9,39.7,-3.8,67.3,14.5,35.1,Normal
41.3,37.8,3.5,65.6,8.3,41.5,Normal
41.3,38.5,2.8,40.9,7.1,41.4,Normal
42.3,39.6,2.7,47.2,14.1,43.4,Normal
39.5,38.5,1.0,55.7,5.9,40.6,Normal
38.2,35.8,2.5,78.4,20.4,38.2,Normal
44.5,37.9,6.6,39.7,13.1,44.8,Severe Heatwave
38.0,38.0,0.0,75.4,15.2,38.4,Normal
38.6,37.1,1.5,36.2,5.4,36.3,Normal
35.9,38.7,-2.8,79.3,9.5,34.3,Normal
37.6,39.7,-2.0,60.2,11.4,37.0,Normal
41.0,39.6,1.3,47.8,20.6,40.4,Normal
42.1,37.3,4.9,56.8,19.7,40.9,Heatwave
35.7,35.6,0.1,36.4,7.1,36.4,Normal
40.1,39.9,0.2,36.5,16.2,40.1,Normal
38.8,39.2,-0.4,26.8,7.6,38.6,Normal
34.8,35.6,-0.9,26.8,24.7,33.5,Normal
41.6,39.6,2.0,40.9,23.9,41.6,Normal
35.1,39.3,-4.2,65.8,15.0,32.5,Normal
43.1,37.6,5.5,56.5,18.1,42.9,Heatwave
36.6,38.0,-1.3,26.2,20.4,36.7,Normal
40.5,37.0,3.5,71.1,18.6,40.8,Normal
31.8,35.3,-3.4,56.1,18.1,30.3,Normal
40.0,36.7,3.3,77.7,24.0,40.2,Normal
42.4,39.0,3.4,60.2,15.7,41.3,Normal
37.4,35.0,2.3,30.5,16.6,36.6,Normal
34.2,36.7,-2.5,48.4,21.5,34.9,Normal
38.9,37.0,1.9,58.9,17.4,40.9,Normal
34.5,37.7,-3.1,21.7,18.9,34.6,Normal
39.7,39.6,0.1,20.9,7.4,38.9,Normal
41.3,36.7,4.6,27.8,10.5,41.5,Heatwave
40.5,36.7,3.8,35.1,5.4,41.5,Normal
39.7,38.7,1.1,45.8,13.6,40.4,Normal
34.8,37.3,-2.4,49.2,12.5,37.6,Normal
39.4,36.1,3.3,28.3,24.9,38.7,Normal
38.3,37.3,1.1,60.4,16.1,38.6,Normal
28.6,35.7,-7.1,55.8,20.1,30.1,Normal
39.6,35.9,3.7,37.7,9.7,41.1,Normal
38.4,37.5,0.9,20.8,21.1,36.5,Normal
42.3,37.1,5.2,24.7,16.1,42.3,Heatwave
36.7,39.6,-2.8,43.5,18.0,38.2,Normal
26.7,36.8,-10.1,29.2,8.8,29.6,Normal
39.9,37.9,2.0,42.6,14.6,40.6,Normal
40.2,38.2,2.0,57.7,16.6,39.8,Normal
30.1,35.1,-4.9,52.8,15.5,29.1,Normal
35.9,38.3,-2.4,33.9,23.0,38.1,Normal
46.5,35.9,10.6,40.6,22.7,47.3,Severe Heatwave
39.7,39.8,-0.1,56.8,24.3,38.9,Normal
39.3,35.7,3.6,71.7,17.4,39.1,Normal
35.8,37.1,-1.3,65.2,24.4,36.1,Normal
29.1,35.4,-6.3,53.2,21.1,29.7,Normal
40.4,40.0,0.4,41.7,8.2,39.5,Normal
37.6,37.5,0.1,41.9,11.8,37.0,Normal
37.6,38.0,-0.4,72.8,7.5,35.9,Normal
35.9,35.3,0.6,22.4,2.1,37.0,Normal
40.7,38.7,1.9,79.3,6.3,40.3,Normal
36.5,36.0,0.5,59.9,2.1,37.0,Normal
36.1,39.5,-3.4,60.9,18.6,37.5,Normal
38.7,36.0,2.7,22.3,11.8,38.9,Normal
30.1,36.0,-5.8,56.3,9.2,30.0,Normal
29.0,35.2,-6.2,49.1,19.5,29.2,Normal
40.9,37.4,3.6,26.3,21.1,41.0,Normal
40.6,37.8,2.8,36.7,24.4,41.8,Normal
36.1,35.3,0.8,73.4,16.8,36.4,Normal
35.0,38.9,-3.9,53.0,12.6,34.4,Normal
35.8,37.3,-1.5,44.8,9.0,36.8,Normal
37.7,37.6,0.1,24.4,7.1,38.9,Normal
32.6,37.2,-4.6,62.8,6.9,31.3,Normal
35.4,37.0,-1.6,62.2,11.4,36.9,Normal
41.1,37.8,3.3,56.8,24.8,41.4,Normal
41.8,35.8,6.0,50.6,2.0,42.1,Heatwave
35.4,35.9,-0.5,46.0,6.5,36.4,Normal
43.0,39.3,3.6,55.6,6.3,42.4,Normal
34.0,39.7,-5.7,34.0,18.5,35.0,Normal
40.2,36.9,3.3,76.5,10.1,39.8,Normal
34.5,36.4,-1.8,55.3,12.5,33.1,Normal
40.3,38.2,2.1,38.7,5.4,39.3,Normal
37.2,37.0,0.1,47.0,11.3,37.7,Normal
40.7,35.1,5.6,68.3,4.4,39.8,Heatwave
33.7,35.8,-2.1,29.7,14.3,35.3,Normal
41.8,38.6,3.2,37.6,4.3,43.0,Normal
38.3,38.3,0.0,60.8,20.2,39.6,Normal
35.6,35.1,0.4,38.9,15.0,35.7,Normal
36.5,36.1,0.4,67.6,18.7,36.7,Normal
34.2,36.2,-2.0,27.8,11.6,33.0,Normal
39.3,38.4,1.0,65.8,10.8,40.3,Normal
35.9,35.1,0.8,24.1,4.3,36.3,Normal
37.4,35.5,1.8,20.8,14.0,37.9,Normal
40.3,39.0,1.3,73.9,13.8,42.0,Normal
39.7,35.9,3.8,54.9,12.8,39.1,Normal
42.5,38.3,4.2,41.1,19.0,42.4,Normal
33.5,36.2,-2.7,34.0,21.1,33.8,Normal
39.5,35.5,4.0,57.0,19.3,38.6,Normal
33.1,36.2,-3.2,50.5,5.3,32.9,Normal
41.7,38.6,3.1,79.5,16.3,42.2,Normal
42.4,39.3,3.2,79.0,3.8,42.1,Normal
33.5,39.2,-5.7,58.1,18.0,34.8,Normal
38.3,37.0,1.3,46.6,10.8,36.8,Normal
37.7,38.3,-0.6,49.5,5.0,38.8,Normal
34.4,36.0,-1.7,60.9,21.8,35.0,Normal
42.2,36.5,5.7,26.1,16.1,41.6,Heatwave
38.2,39.5,-1.3,39.7,10.2,37.3,Normal
33.2,35.1,-1.8,24.5,2.7,31.2,Normal
36.7,35.4,1.3,24.4,14.4,35.9,Normal
39.4,36.0,3.4,31.8,23.2,40.5,Normal
35.6,35.1,0.5,49.1,15.7,35.6,Normal
41.0,35.9,5.1,67.1,24.3,42.2,Heatwave
40.8,37.9,2.9,49.1,5.1,40.2,Normal
30.5,37.1,-6.6,40.1,15.1,31.2,Normal
38.6,39.5,-0.9,24.9,20.4,37.9,Normal
38.1,39.1,-1.0,53.0,14.1,37.2,Normal
39.4,36.7,2.7,36.3,4.1,39.3,Normal
28.1,36.3,-8.2,56.9,15.4,27.4,Normal
46.8,36.9,9.9,78.6,16.1,45.3,Severe Heatwave
40.8,38.0,2.9,26.7,18.8,40.6,Normal
37.9,36.3,1.5,32.7,19.5,38.0,Normal
43.3,38.1,5.1,48.4,19.7,44.5,Heatwave
46.2,37.0,9.2,78.1,17.3,47.2,Severe Heatwave
41.8,37.8,4.0,66.3,7.0,43.0,Normal
41.5,37.2,4.3,73.9,11.3,42.2,Normal
37.9,36.5,1.5,40.0,19.9,38.3,Normal
40.2,39.7,0.5,79.5,23.9,39.0,Normal
38.2,38.8,-0.7,26.2,3.8,38.3,Normal
33.8,35.7,-1.9,23.2,14.3,34.4,Normal
37.9,39.3,-1.4,71.3,9.2,39.4,Normal
33.7,37.4,-3.7,75.6,7.2,34.4,Normal
40.2,39.5,0.7,25.4,13.6,41.4,Normal
34.1,39.0,-4.9,26.8,15.9,33.1,Normal
38.8,37.1,1.7,22.0,2.2,38.5,Normal
36.0,35.1,0.9,26.3,19.9,36.4,Normal
37.9,36.3,1.5,32.6,20.9,39.0,Normal
36.9,37.7,-0.8,78.2,24.2,36.7,Normal
49.9,38.2,11.8,60.1,6.2,49.9,Severe Heatwave
42.0,36.3,5.8,66.7,15.7,42.7,Heatwave
32.3,35.7,-3.4,66.6,11.8,31.2,Normal
41.0,39.2,1.8,52.1,9.7,42.6,Normal
38.8,39.9,-1.1,67.8,15.0,37.9,Normal
35.1,37.6,-2.6,55.7,20.0,33.2,Normal
32.2,35.9,-3.7,38.9,2.5,32.2,Normal
38.9,36.4,2.5,53.7,24.3,40.6,Normal
33.7,35.1,-1.4,52.0,20.6,34.3,Normal
44.0,39.6,4.4,69.4,19.3,44.7,Normal
40.1,35.6,4.5,78.9,19.5,40.1,Normal
43.7,37.9,5.8,44.7,10.9,43.5,Heatwave
34.4,36.4,-2.0,65.8,19.3,32.8,Normal
40.4,37.8,2.7,26.0,10.9,38.2,Normal
41.5,38.3,3.2,66.6,22.7,41.7,Normal
38.5,39.1,-0.7,42.3,6.1,39.8,Normal
34.3,36.0,-1.7,22.4,8.7,34.7,Normal
41.7,35.1,6.6,41.8,14.7,42.3,Severe Heatwave
37.5,35.7,1.8,56.6,9.3,39.1,Normal
42.7,39.5,3.2,27.2,11.8,43.1,Normal
37.5,39.4,-1.9,75.4,13.3,37.4,Normal
34.7,38.0,-3.3,24.7,21.7,33.9,Normal
37.0,38.0,-1.0,75.8,14.0,39.0,Normal
38.9,38.3,0.6,62.4,10.3,39.4,Normal
33.2,35.9,-2.7,39.8,7.7,32.2,Normal
40.5,39.6,1.0,43.4,11.4,39.4,Normal
32.2,37.1,-4.9,64.4,13.9,33.4,Normal
34.0,36.9,-2.9,56.1,19.2,33.0,Normal
40.9,37.6,3.3,60.3,4.8,42.8,Normal
38.3,35.2,3.1,43.3,7.1,35.6,Normal
35.5,35.8,-0.4,49.3,10.7,36.9,Normal
36.1,38.7,-2.6,79.4,10.3,36.6,Normal
32.8,35.4,-2.6,32.8,11.0,32.9,Normal
37.7,38.0,-0.3,45.1,20.3,37.5,Normal
39.5,36.2,3.3,37.5,9.5,41.4,Normal
41.2,36.9,4.2,65.9,13.5,41.9,Normal
35.7,36.4,-0.7,65.8,16.3,34.8,Normal
